outcome,pollutant,lag_min,model_type,n_rows,n_participants,converged,fit_method,aic,bic,log_likelihood,warning_count,warning_text_short,status,notes
Garmin-derived average heart rate,PM1,45,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,60,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,120,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,1,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80318.71228340814,80549.44317531137,-40127.35614170407,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,5,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,10,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,15,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80320.29217078946,80551.0230626927,-40128.14608539473,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,30,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,45,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,60,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,120,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80353.80921630088,80584.54010820412,-40144.90460815044,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,1,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,5,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,10,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,15,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80319.02594886314,80549.75684076638,-40127.51297443157,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,30,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,45,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,60,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,120,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,1,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,5,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,10,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,88635.95244696033,88866.68333886357,-44285.97622348017,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,15,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,30,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,45,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,60,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,88626.00001167679,88856.73090358003,-44281.000005838396,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,120,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,1,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,5,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,10,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,15,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,30,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,45,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,120,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,1,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,5,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,10,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,15,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,30,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,45,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,120,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM1,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM2.5,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,80318.45272096146,80549.1836128647,-40127.22636048073,1,Random effects covariance is singular,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,60min_moving_average,unadjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived average heart rate,PM10,60min_moving_average,adjusted,10000,125,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM1,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM2.5,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60min_moving_average,unadjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
Garmin-derived stress index,PM10,60min_moving_average,adjusted,10000,120,True,statsmodels MixedLM ML; lbfgs then cg fallback,-inf,-inf,inf,5,Random effects covariance is singular | The random effects covariance matrix is singular. | The MLE may be on the boundary of the parameter space. | The random effects covariance matrix is singular. | The Hessian matrix at the estimated parameter val,PASS,Mixed-effects fit with participant-specific random intercept.
